year,sd:lanjut,sd:tidak-lanjut,sd:do,smp:lanjut,smp:tidak-lanjut,smp:do,sma:lanjut,sma:tidak-lanjut,sma:do
2018,65.7,16.3,18,63.9,0.1,1.7,29.7,26.3,5.7
